,cong_id,congregation_name,kings_requested,doubles_requested,priority_incentive,hotel_price_range,hotel_location,assigned_hotel
420,13318,Zion Evangelical Lutheran Church,3,2,HOTEL LOCATION,$151-165 + tax,Downtown,
421,11951,Zion Lutheran Church,1,4,HOTEL LOCATION,$151-165 + tax,Downtown,
422,1487,Zion Lutheran Church,1,5,HOTEL LOCATION,$151-165 + tax,Downtown,
423,7716,All Saints Lutheran Church,2,2,HOTEL LOCATION,$151-165 + tax,French Quarter,Astor Crowne Plaza New Orleans French Quarter
424,758,Allegheny Lutheran Church,0,8,HOTEL LOCATION,$151-165 + tax,French Quarter,Astor Crowne Plaza New Orleans French Quarter
425,14612,Barneveld Lutheran Church,1,3,HOTEL LOCATION,$151-165 + tax,French Quarter,Astor Crowne Plaza New Orleans French Quarter
426,5472,Bethany Lutheran Church,2,6,HOTEL LOCATION,$151-165 + tax,French Quarter,Astor Crowne Plaza New Orleans French Quarter
427,2211,Bethlehem Lutheran Church,1,2,HOTEL LOCATION,$151-165 + tax,French Quarter,Astor Crowne Plaza New Orleans French Quarter
428,13822,Bethlehem Lutheran Church,2,2,HOTEL LOCATION,$151-165 + tax,French Quarter,Astor Crowne Plaza New Orleans French Quarter
429,2401,Bethlehem Lutheran Church,1,3,HOTEL LOCATION,$151-165 + tax,French Quarter,Astor Crowne Plaza New Orleans French Quarter
430,2666,Christ Lutheran Church,1,4,HOTEL LOCATION,$151-165 + tax,French Quarter,Astor Crowne Plaza New Orleans French Quarter
431,11509,Concordia Lutheran Church,0,6,HOTEL LOCATION,$151-165 + tax,French Quarter,Astor Crowne Plaza New Orleans French Quarter
432,2926,Emmanuel Lutheran Church,0,4,HOTEL LOCATION,$151-165 + tax,French Quarter,Courtyard New Orleans French Quarter/Iberville
433,5028,St Paul Lutheran Church,3,0,HOTEL LOCATION,$151-165 + tax,French Quarter,Homewood Suites New Orleans French Quarter
434,4503,First Lutheran Church,1,6,HOTEL LOCATION,$151-165 + tax,French Quarter,New Orleans Marriott
435,2972,First Lutheran Church,0,7,HOTEL LOCATION,$151-165 + tax,French Quarter,New Orleans Marriott
436,3088,Galilee Lutheran Church,1,1,HOTEL LOCATION,$151-165 + tax,French Quarter,New Orleans Marriott
437,30870,GPS Faith Community,0,4,HOTEL LOCATION,$151-165 + tax,French Quarter,New Orleans Marriott
438,14635,Grace Lutheran Church,0,3,HOTEL LOCATION,$151-165 + tax,French Quarter,New Orleans Marriott
439,3024,Holy Nativity Lutheran Church,3,11,HOTEL LOCATION,$151-165 + tax,French Quarter,New Orleans Marriott
440,13808,Hope Lutheran Church,1,2,HOTEL LOCATION,$151-165 + tax,French Quarter,New Orleans Marriott
441,11725,Immanuel Lutheran Church,1,3,HOTEL LOCATION,$151-165 + tax,French Quarter,New Orleans Marriott
442,14579,Messiah Lutheran Church,0,3,HOTEL LOCATION,$151-165 + tax,French Quarter,New Orleans Marriott
443,7723,New Hope Lutheran Church,0,3,HOTEL LOCATION,$151-165 + tax,French Quarter,New Orleans Marriott
444,12024,Our Saviour Lutheran Church,0,5,HOTEL LOCATION,$151-165 + tax,French Quarter,The Westin New Orleans
445,16304,Prairie Lutheran Church,0,2,HOTEL LOCATION,$151-165 + tax,French Quarter,The Westin New Orleans
446,2683,Salem Evangelical Lutheran Church,0,4,HOTEL LOCATION,$151-165 + tax,French Quarter,The Westin New Orleans
447,6007,Salem Evangelical Lutheran Church,0,5,HOTEL LOCATION,$151-165 + tax,French Quarter,The Westin New Orleans
448,16121,Sammamish Hills Lutheran Church,0,2,HOTEL LOCATION,$151-165 + tax,French Quarter,The Westin New Orleans
449,2235,Resurrection Lutheran Church,1,3,HOTEL LOCATION,$151-165 + tax,French Quarter,
450,4001,Resurrection Lutheran Church,1,6,HOTEL LOCATION,$151-165 + tax,French Quarter,
451,827,St Andrew Lutheran Church,1,5,HOTEL LOCATION,$151-165 + tax,French Quarter,
452,12143,St John Lutheran Church,0,2,HOTEL LOCATION,$151-165 + tax,French Quarter,
453,11160,St John Lutheran Church,0,12,HOTEL LOCATION,$151-165 + tax,French Quarter,
454,14839,St John's Lutheran Church,0,6,HOTEL LOCATION,$151-165 + tax,French Quarter,
455,4094,St Paul's Evangelical Lutheran Church,4,2,HOTEL LOCATION,$151-165 + tax,French Quarter,
456,7306,St Stephen Lutheran Church,5,2,HOTEL LOCATION,$151-165 + tax,French Quarter,
457,6779,St Stephen Lutheran Church,0,3,HOTEL LOCATION,$151-165 + tax,French Quarter,
458,1031,Trinity Lutheran Church,1,3,HOTEL LOCATION,$151-165 + tax,French Quarter,
459,6741,Trinity Lutheran Church,2,5,HOTEL LOCATION,$151-165 + tax,French Quarter,
460,11892,Trinity Lutheran Church,3,6,HOTEL LOCATION,$151-165 + tax,French Quarter,
461,14606,Yellowstone Lutheran Church,0,4,HOTEL LOCATION,$151-165 + tax,French Quarter,
462,11074,Zion Lutheran Church,2,2,HOTEL LOCATION,$151-165 + tax,French Quarter,
463,5476,Advent Lutheran Church,0,3,HOTEL LOCATION,$151-165 + tax,Superdome,Aloft New Orleans Downtown
464,1751,Apostles Lutheran Church,0,3,HOTEL LOCATION,$151-165 + tax,Superdome,Aloft New Orleans Downtown
465,11367,Ascension Lutheran Church,3,7,HOTEL LOCATION,$151-165 + tax,Superdome,Aloft New Orleans Downtown
466,2066,Bethany Lutheran Church,0,5,HOTEL LOCATION,$151-165 + tax,Superdome,Aloft New Orleans Downtown
467,11881,Bethel Lutheran Church,1,5,HOTEL LOCATION,$151-165 + tax,Superdome,Aloft New Orleans Downtown
468,14662,Central Lutheran Church,0,4,HOTEL LOCATION,$151-165 + tax,Superdome,Holiday Inn New Orleans-Downtown Superdome
469,510,Christ Lutheran Church,0,2,HOTEL LOCATION,$151-165 + tax,Superdome,Holiday Inn New Orleans-Downtown Superdome
470,14035,Christ Lutheran Church,0,2,HOTEL LOCATION,$151-165 + tax,Superdome,Holiday Inn New Orleans-Downtown Superdome
471,7474,Community In Christ Lutheran Church,1,3,HOTEL LOCATION,$151-165 + tax,Superdome,Holiday Inn New Orleans-Downtown Superdome
472,13240,Emanuel Lutheran Church,1,4,HOTEL LOCATION,$151-165 + tax,Superdome,Holiday Inn New Orleans-Downtown Superdome
473,16009,Emmanuel Lutheran Church,2,4,HOTEL LOCATION,$151-165 + tax,Superdome,Holiday Inn New Orleans-Downtown Superdome
474,3054,Faith Lutheran Church,0,2,HOTEL LOCATION,$151-165 + tax,Superdome,Holiday Inn New Orleans-Downtown Superdome
475,12576,Good Shepherd Lutheran Church,0,17,HOTEL LOCATION,$151-165 + tax,Superdome,Holiday Inn New Orleans-Downtown Superdome
476,14792,Grace Lutheran Church,0,3,HOTEL LOCATION,$151-165 + tax,Superdome,Holiday Inn New Orleans-Downtown Superdome
477,1251,St Peter (Fetterhoff's) Lutheran Church,0,1,HOTEL LOCATION,$151-165 + tax,Superdome,Holiday Inn New Orleans-Downtown Superdome
478,2662,Good Shepherd Lutheran Church,3,8,HOTEL LOCATION,$151-165 + tax,Superdome,Hyatt Regency New Orleans
479,848,Grace Lutheran Church,2,2,HOTEL LOCATION,$151-165 + tax,Superdome,Hyatt Regency New Orleans
480,4516,Holy Trinity Lutheran Church,1,1,HOTEL LOCATION,$151-165 + tax,Superdome,Hyatt Regency New Orleans
481,30022,Messiah Lutheran Church,0,5,HOTEL LOCATION,$151-165 + tax,Superdome,Hyatt Regency New Orleans
482,5091,Mount Cross Lutheran Church,0,6,HOTEL LOCATION,$151-165 + tax,Superdome,Hyatt Regency New Orleans
483,12750,Oak Valley Lutheran Church,0,7,HOTEL LOCATION,$151-165 + tax,Superdome,Hyatt Regency New Orleans
484,6040,Our Saviour Lutheran Church,0,4,HOTEL LOCATION,$151-165 + tax,Superdome,Hyatt Regency New Orleans
485,12792,Peace First Lutheran Church,0,4,HOTEL LOCATION,$151-165 + tax,Superdome,Hyatt Regency New Orleans
486,7169,Peace Lutheran Church,0,3,HOTEL LOCATION,$151-165 + tax,Superdome,Hyatt Regency New Orleans
487,2843,Saron Lutheran Church,0,3,HOTEL LOCATION,$151-165 + tax,Superdome,Hyatt Regency New Orleans
488,16084,Shepherd Of The Hills Lutheran Church,0,4,HOTEL LOCATION,$151-165 + tax,Superdome,Hyatt Regency New Orleans
489,13039,St Andrew Lutheran Church,0,3,HOTEL LOCATION,$151-165 + tax,Superdome,Hyatt Regency New Orleans
490,1004,St John Lutheran Church,0,2,HOTEL LOCATION,$151-165 + tax,Superdome,Hyatt Regency New Orleans
491,10571,St Mark Lutheran Church,0,7,HOTEL LOCATION,$151-165 + tax,Superdome,Hyatt Regency New Orleans
492,2656,St Paul's Lutheran Church,0,6,HOTEL LOCATION,$151-165 + tax,Superdome,Hyatt Regency New Orleans
493,4070,St Peter Lutheran Church,0,2,HOTEL LOCATION,$151-165 + tax,Superdome,Hyatt Regency New Orleans
494,14671,St Peter Lutheran Church,0,4,HOTEL LOCATION,$151-165 + tax,Superdome,Hyatt Regency New Orleans
495,567,Trinity Lutheran Church,0,5,HOTEL LOCATION,$151-165 + tax,Superdome,Hyatt Regency New Orleans
496,7518,Lord Of Life Lutheran Church,2,2,HOTEL LOCATION,$151-165 + tax,Superdome,Le Pavillon Hotel
497,2783,Lutheran Church of the Master,3,1,HOTEL LOCATION,$151-165 + tax,Superdome,Le Pavillon Hotel
498,7236,Messiah Lutheran Church,3,4,HOTEL LOCATION,$151-165 + tax,Superdome,Le Pavillon Hotel
499,7841,Peace Lutheran Church,5,3,HOTEL LOCATION,$151-165 + tax,Superdome,Le Pavillon Hotel
500,10781,Prince of Peace Lutheran Church,3,2,HOTEL LOCATION,$151-165 + tax,Superdome,The Troubadour
501,830,St Matthew Lutheran Church,3,2,HOTEL LOCATION,$151-165 + tax,Superdome,
502,5655,St Michael Lutheran Church,2,2,HOTEL LOCATION,$151-165 + tax,Superdome,
503,11270,St Peter Lutheran Church,2,3,HOTEL LOCATION,$151-165 + tax,Superdome,
504,6514,Trinity Lutheran Church,1,2,HOTEL LOCATION,$151-165 + tax,Superdome,
505,7367,Trinity Lutheran Church,2,2,HOTEL LOCATION,$151-165 + tax,Superdome,
506,5656,Trinity Lutheran Church,2,3,HOTEL LOCATION,$151-165 + tax,Superdome,
507,5340,Trinity Lutheran Church,4,4,HOTEL LOCATION,$151-165 + tax,Superdome,
508,14642,Trinity Lutheran Church,2,5,HOTEL LOCATION,$151-165 + tax,Superdome,
509,11054,Trinity Lutheran Church,6,7,HOTEL LOCATION,$151-165 + tax,Superdome,
510,13747,Trinity Lutheran Church,1,11,HOTEL LOCATION,$151-165 + tax,Superdome,
511,12503,Valle Lutheran Church,1,4,HOTEL LOCATION,$151-165 + tax,Superdome,
512,5092,Lutheran Church Of Honolulu,4,3,HOTEL LOCATION,$151-165 + tax,,
513,30906,Abiding Grace Lutheran Church,3,4,HOTEL LOCATION,$166-185 + tax,Convention Center,Cambria Hotel New Orleans Downtown/Warehouse District
514,16457,Ascension Lutheran Church,0,10,HOTEL LOCATION,$166-185 + tax,Convention Center,Cambria Hotel New Orleans Downtown/Warehouse District
515,4843,Bethel Lutheran Church,1,4,HOTEL LOCATION,$166-185 + tax,Convention Center,Cambria Hotel New Orleans Downtown/Warehouse District
516,16203,Celebration Lutheran Church,1,1,HOTEL LOCATION,$166-185 + tax,Convention Center,Cambria Hotel New Orleans Downtown/Warehouse District
517,7648,Christ The King Lutheran Church,0,2,HOTEL LOCATION,$166-185 + tax,Convention Center,Cambria Hotel New Orleans Downtown/Warehouse District
518,31372,Christ The River Of Life Lutheran Church,3,3,HOTEL LOCATION,$166-185 + tax,Convention Center,Cambria Hotel New Orleans Downtown/Warehouse District
519,3214,Cross Of Calvary Lutheran Church,2,3,HOTEL LOCATION,$166-185 + tax,Convention Center,Cambria Hotel New Orleans Downtown/Warehouse District
520,3052,First Lutheran Church,0,3,HOTEL LOCATION,$166-185 + tax,Convention Center,Cambria Hotel New Orleans Downtown/Warehouse District
521,3154,St Stephen Lutheran Church,1,0,HOTEL LOCATION,$166-185 + tax,Convention Center,Cambria Hotel New Orleans Downtown/Warehouse District
522,12197,First Lutheran Church,1,4,HOTEL LOCATION,$166-185 + tax,Convention Center,Courtyard New Orleans Downtown/Convention Center
523,16150,Good Shepherd Lutheran Church,1,9,HOTEL LOCATION,$166-185 + tax,Convention Center,Courtyard New Orleans Downtown/Convention Center
524,2116,Grace Lutheran Church,0,3,HOTEL LOCATION,$166-185 + tax,Convention Center,Courtyard New Orleans Downtown/Convention Center
525,10703,Grace Lutheran Church,0,4,HOTEL LOCATION,$166-185 + tax,Convention Center,Courtyard New Orleans Downtown/Convention Center
526,4103,Holy Trinity Lutheran Church,2,4,HOTEL LOCATION,$166-185 + tax,Convention Center,Courtyard New Orleans Downtown/Convention Center
527,14685,Lewis Valley Lutheran Church,0,3,HOTEL LOCATION,$166-185 + tax,Convention Center,Courtyard New Orleans Downtown/Convention Center
528,2138,Trinity Lutheran Church,2,0,HOTEL LOCATION,$166-185 + tax,Convention Center,Courtyard New Orleans Downtown/Convention Center
529,10189,Lord Of Love Lutheran Church,0,3,HOTEL LOCATION,$166-185 + tax,Convention Center,Hilton New Orleans Riverside
530,12170,Our Savior Lutheran Church,0,9,HOTEL LOCATION,$166-185 + tax,Convention Center,Hilton New Orleans Riverside
531,13397,Redeemer Lutheran Church,2,2,HOTEL LOCATION,$166-185 + tax,Convention Center,Hilton New Orleans Riverside
532,10153,Sheridan Lutheran Church,2,19,HOTEL LOCATION,$166-185 + tax,Convention Center,Hilton New Orleans Riverside
